timestamp,question,yes_bid,yes_ask,spread,volume,age_hours,llm_score,llm_recommendation,llm_confidence,llm_edge,llm_reasoning,url
2025-12-21T21:55:14.189280,"Will the price of Ethereum be above $3,100 on December 22?",0.170,0.200,0.030,17287,154.9,,,,,,https://polymarket.com/event/ethereum-above-3100-on-december-22
2025-12-21T21:55:14.189459,Will the price of Solana be between $110 and $120 on December 22?,0.030,0.067,0.037,14882,154.9,,,,,,https://polymarket.com/event/will-the-price-of-solana-be-between-110-120-on-december-22
2025-12-21T21:55:14.189526,Will the price of Solana be between $120 and $130 on December 22?,0.770,0.800,0.030,21413,154.9,,,,,,https://polymarket.com/event/will-the-price-of-solana-be-between-120-130-on-december-22
2025-12-21T21:55:14.189593,Will the price of Solana be between $130 and $140 on December 22?,0.130,0.160,0.030,6801,154.9,,,,,,https://polymarket.com/event/will-the-price-of-solana-be-between-130-140-on-december-22
2025-12-21T21:55:14.189708,Will the price of XRP be between $1.80 and $1.90 on December 22?,0.300,0.340,0.040,7329,154.9,,,,,,https://polymarket.com/event/will-the-price-of-xrp-be-between-1pt80-1pt90-on-december-22
2025-12-21T21:55:14.189773,Will the price of XRP be between $2.00 and $2.10 on December 22?,0.060,0.090,0.030,19018,154.9,,,,,,https://polymarket.com/event/will-the-price-of-xrp-be-between-2pt00-2pt10-on-december-22
2025-12-21T21:55:14.189873,José Luís Rodríguez Zapatero arrested by March 31?,0.110,0.140,0.030,7325,154.8,,,,,,https://polymarket.com/event/jos-lus-rodrguez-zapatero-arrested-by-march-31
2025-12-21T21:55:14.189937,Next Thai Prime Minister Chosen by March 31?,0.750,0.770,0.020,5538,154.5,,,,,,https://polymarket.com/event/next-thai-prime-minister-chosen-by-march-31
2025-12-21T21:55:14.190363,Octra FDV above $100M one day after launch?,0.640,0.690,0.050,21009,150.1,,,,,,https://polymarket.com/event/octra-fdv-above-100m-one-day-after-launch
2025-12-21T21:55:14.190535,Octra FDV above $200M one day after launch?,0.310,0.330,0.020,11998,150.1,,,,,,https://polymarket.com/event/octra-fdv-above-200m-one-day-after-launch
2025-12-21T21:55:14.190596,Octra FDV above $300M one day after launch?,0.110,0.150,0.040,12603,150.1,,,,,,https://polymarket.com/event/octra-fdv-above-300m-one-day-after-launch
2025-12-21T21:55:14.190781,Washington State vs. Utah State,0.500,0.510,0.010,5781,148.9,,,,,,https://polymarket.com/event/cfb-washst-utahst-2025-12-22
2025-12-21T21:55:14.191077,"Will Elon Musk post 260-279 tweets from December 19 to December 26, 2025?",0.060,0.070,0.010,68767,142.9,,,,,,https://polymarket.com/event/elon-musk-of-tweets-december-19-december-26-260-279
2025-12-21T21:55:14.191145,"Will Elon Musk post 280-299 tweets from December 19 to December 26, 2025?",0.080,0.090,0.010,51605,142.9,,,,,,https://polymarket.com/event/elon-musk-of-tweets-december-19-december-26-280-299
2025-12-21T21:55:14.191210,"Will Elon Musk post 300-319 tweets from December 19 to December 26, 2025?",0.130,0.140,0.010,51296,142.9,,,,,,https://polymarket.com/event/elon-musk-of-tweets-december-19-december-26-300-319
2025-12-21T21:55:14.191275,"Will Elon Musk post 320-339 tweets from December 19 to December 26, 2025?",0.130,0.150,0.020,47630,142.9,,,,,,https://polymarket.com/event/elon-musk-of-tweets-december-19-december-26-320-339
2025-12-21T21:55:14.191340,"Will Elon Musk post 340-359 tweets from December 19 to December 26, 2025?",0.130,0.140,0.010,46716,142.9,,,,,,https://polymarket.com/event/elon-musk-of-tweets-december-19-december-26-340-359
2025-12-21T21:55:14.191409,"Will Elon Musk post 360-379 tweets from December 19 to December 26, 2025?",0.113,0.115,0.002,49735,142.9,,,,,,https://polymarket.com/event/elon-musk-of-tweets-december-19-december-26-360-379
2025-12-21T21:55:14.191470,"Will Elon Musk post 380-399 tweets from December 19 to December 26, 2025?",0.074,0.079,0.005,46708,142.9,,,,,,https://polymarket.com/event/elon-musk-of-tweets-december-19-december-26-380-399
2025-12-21T21:55:14.191561,Big Bash League: Sydney Thunder vs Brisbane Heat (Game 1),0.510,0.530,0.020,14263,142.9,,,,,,https://polymarket.com/event/craus-syd2-bri-2025-12-22
2025-12-21T21:55:14.191959,ILT20: Abu Dhabi Knight Riders vs Sharjah Warriorz (Game 1),0.560,0.600,0.040,6000,142.9,,,,,,https://polymarket.com/event/cruae-abu-sha-2025-12-22
2025-12-21T21:55:14.192315,Spread: FC Internazionale Milano (-1.5),0.220,0.240,0.020,10897,141.9,,,,,,https://polymarket.com/event/sea-ata-int-2025-12-28-spread-away-1pt5
2025-12-21T21:55:14.192671,Spread: SS Lazio (-1.5),0.150,0.180,0.030,10989,141.9,,,,,,https://polymarket.com/event/sea-udi-laz-2025-12-27-spread-away-1pt5
2025-12-21T21:55:14.192896,Spread: ACF Fiorentina (-1.5),0.160,0.220,0.060,11221,141.9,,,,,,https://polymarket.com/event/sea-par-fio-2025-12-27-spread-away-1pt5
2025-12-21T21:55:14.193158,Rams vs. Falcons,0.770,0.780,0.010,8948,134.9,,,,,,https://polymarket.com/event/nfl-la-atl-2025-12-29
2025-12-21T21:55:14.193657,Will Fidesz – Hungarian Civic Alliance (Fidesz) win the most seats in the next Hungarian parliamentary election?,0.420,0.430,0.010,6379,133.8,,,,,,https://polymarket.com/event/will-fidesz-hungarian-civic-alliance-fidesz-win-the-most-seats-in-the-next-hungarian-parliamentary-election
2025-12-21T21:55:14.193844,Hornets vs. Cavaliers,0.220,0.230,0.010,48478,132.9,,,,,,https://polymarket.com/event/nba-cha-cle-2025-12-22
2025-12-21T21:55:14.193929,Pacers vs. Celtics,0.190,0.200,0.010,20212,132.9,,,,,,https://polymarket.com/event/nba-ind-bos-2025-12-22
2025-12-21T21:55:14.194331,"Will ""Man Vs Baby"" be the top global Netflix show this week? (December 23, 2025)",0.120,0.135,0.015,49907,132.6,,,,,,https://polymarket.com/event/will-man-vs-baby-be-the-top-global-netflix-show-this-week-december-23-2025
2025-12-21T21:55:14.194436,"Will ""Jake Paul vs. Anthony Joshua"" be the top global Netflix show this week? (December 23, 2025)",0.840,0.850,0.010,39055,132.6,,,,,,https://polymarket.com/event/will-jake-paul-vs-anthony-joshua-be-the-top-global-netflix-show-this-week-december-23-2025
2025-12-21T21:55:14.194587,"Will ""Man Vs Baby"" be the #2 global Netflix show this week? (December 23, 2025)",0.110,0.120,0.010,13842,132.5,,,,,,https://polymarket.com/event/will-man-vs-baby-be-the-2-global-netflix-show-this-week-december-23-2025
2025-12-21T21:55:14.194671,"Will ""Emily in Paris: Season 5"" be the #2 global Netflix show this week? (December 23, 2025)",0.680,0.720,0.040,5866,132.5,,,,,,https://polymarket.com/event/will-emily-in-paris-season-5-be-the-2-global-netflix-show-this-week-december-23-2025
2025-12-21T21:55:14.194760,"Will ""Wake Up Dead Man"" be the top global Netflix movie this week? (December 23, 2025)",0.912,0.950,0.038,10206,132.3,,,,,,https://polymarket.com/event/will-wake-up-dead-man-be-the-top-global-netflix-movie-this-week-december-23-2025
2025-12-21T21:55:14.194883,"Will ""Emily in Paris: Season 5"" be the top US Netflix show this week? (December 23, 2025)",0.011,0.056,0.045,16675,132.2,,,,,,https://polymarket.com/event/will-emily-in-paris-season-5-be-the-top-us-netflix-show-this-week-december-23-2025
2025-12-21T21:55:14.195135,Susie Wiles out as White House Chief of Staff by March 31?,0.110,0.130,0.020,7043,131.1,,,,,,https://polymarket.com/event/susie-wiles-out-as-white-house-chief-of-staff-by-march-31
2025-12-21T21:55:14.195248,"Will the price of Bitcoin be between $84,000 and $86,000 on December 23?",0.110,0.120,0.010,9297,130.9,,,,,,https://polymarket.com/event/will-the-price-of-bitcoin-be-between-84000-86000-on-december-23
2025-12-21T21:55:14.195331,"Will the price of Ethereum be above $3,200 on December 23?",0.094,0.114,0.020,5379,130.9,,,,,,https://polymarket.com/event/ethereum-above-3200-on-december-23
2025-12-21T21:55:14.195431,"Will the price of Bitcoin be above $84,000 on December 23?",0.941,0.948,0.007,33401,130.9,,,,,,https://polymarket.com/event/bitcoin-above-84k-on-december-23
2025-12-21T21:55:14.195501,"Will the price of Bitcoin be above $86,000 on December 23?",0.840,0.870,0.030,17110,130.9,,,,,,https://polymarket.com/event/bitcoin-above-86k-on-december-23
2025-12-21T22:02:40.196840,"Will the price of Bitcoin be above $88,000 on December 23?",0.600,0.640,0.040,6822,131.0,,,,,,https://polymarket.com/event/bitcoin-above-88k-on-december-23
2025-12-21T22:02:40.197318,"Will the price of Bitcoin be above $90,000 on December 23?",0.310,0.340,0.030,6116,131.0,,,,,,https://polymarket.com/event/bitcoin-above-90k-on-december-23
2025-12-21T22:02:40.197473,"Will the price of Bitcoin be above $92,000 on December 23?",0.100,0.130,0.030,12258,131.0,,,,,,https://polymarket.com/event/bitcoin-above-92k-on-december-23
2025-12-21T22:02:40.197608,Will the price of Solana be between $110 and $120 on December 23?,0.110,0.150,0.040,7970,131.0,,,,,,https://polymarket.com/event/will-the-price-of-solana-be-between-110-120-on-december-23
2025-12-21T22:02:40.197771,Will the price of Solana be between $120 and $130 on December 23?,0.580,0.620,0.040,5765,131.0,,,,,,https://polymarket.com/event/will-the-price-of-solana-be-between-120-130-on-december-23
2025-12-21T22:02:40.197911,Will the price of Solana be above $120 on December 23?,0.850,0.890,0.040,7453,131.0,,,,,,https://polymarket.com/event/solana-above-120-on-december-23
2025-12-21T22:02:40.198034,Will the price of XRP be between $1.80 and $1.90 on December 23?,0.310,0.330,0.020,6795,131.0,,,,,,https://polymarket.com/event/will-the-price-of-xrp-be-between-1pt80-1pt90-on-december-23
2025-12-21T22:02:40.198116,Will the price of XRP be between $2.00 and $2.10 on December 23?,0.120,0.150,0.030,10755,131.0,,,,,,https://polymarket.com/event/will-the-price-of-xrp-be-between-2pt00-2pt10-on-december-23
2025-12-21T22:02:40.198211,Will the price of XRP be above $1.80 on December 23?,0.900,0.940,0.040,14849,131.0,,,,,,https://polymarket.com/event/xrp-above-1pt8-on-december-23
2025-12-21T22:02:40.198287,Will the price of XRP be above $2.00 on December 23?,0.160,0.200,0.040,37607,131.0,,,,,,https://polymarket.com/event/xrp-above-2-on-december-23
2025-12-21T22:02:40.198665,"Will the US officially declare war on Venezuela by June 30, 2026?",0.040,0.052,0.012,25503,128.7,,,,,,https://polymarket.com/event/will-the-us-officially-declare-war-on-venezuela-by-june-30-2026
2025-12-21T22:02:40.199237,Will Chelsea FC win on 2025-12-30?,0.600,0.620,0.020,12963,119.0,,,,,,https://polymarket.com/event/epl-che-bou-2025-12-30-che
2025-12-21T22:02:40.199531,"Will Strategy (MicroStrategy) (MSTR) be added to the S&P 500 by March 31, 2026?",0.040,0.050,0.010,5357,112.0,,,,,,https://polymarket.com/event/will-strategy-microstrategy-mstr-be-added-to-the-sp-500-by-march-31-2026
2025-12-21T22:02:40.199892,Will the AAVE token alignment proposal pass?,0.250,0.350,0.100,19860,107.8,,,,,,https://polymarket.com/event/will-the-aave-token-alignment-proposal-pass
2025-12-21T22:02:40.200235,"Will the price of Bitcoin be above $92,000 on December 24?",0.150,0.180,0.030,5975,107.0,,,,,,https://polymarket.com/event/bitcoin-above-92k-on-december-24
2025-12-21T22:02:40.200335,Will the price of Solana be between $110 and $120 on December 24?,0.140,0.190,0.050,5309,107.0,,,,,,https://polymarket.com/event/will-the-price-of-solana-be-between-110-120-on-december-24
2025-12-21T22:02:40.200456,Will the price of XRP be between $1.80 and $1.90 on December 24?,0.260,0.310,0.050,6441,107.0,,,,,,https://polymarket.com/event/will-the-price-of-xrp-be-between-1pt80-1pt90-on-december-24
2025-12-21T22:02:40.200595,Will the price of Solana be above $120 on December 24?,0.790,0.850,0.060,5367,107.0,,,,,,https://polymarket.com/event/solana-above-120-on-december-24
2025-12-21T22:02:40.200743,Will the price of XRP be between $2.00 and $2.10 on December 24?,0.140,0.170,0.030,7558,107.0,,,,,,https://polymarket.com/event/will-the-price-of-xrp-be-between-2pt00-2pt10-on-december-24
2025-12-21T22:02:40.200888,Will the price of XRP be above $1.80 on December 24?,0.830,0.880,0.050,14043,107.0,,,,,,https://polymarket.com/event/xrp-above-1pt8-on-december-24
2025-12-21T22:02:40.200973,Will the price of XRP be above $2.00 on December 24?,0.200,0.250,0.050,20008,107.0,,,,,,https://polymarket.com/event/xrp-above-2-on-december-24
2025-12-21T22:02:40.201210,Enhanced ACA premium tax credits extended by January 31?,0.450,0.470,0.020,11396,105.7,,,,,,https://polymarket.com/event/enhanced-aca-premium-tax-credits-extended-by-january-31
2025-12-21T22:02:40.201329,Will Senegal win the CAF Africa Cup of Nations Morocco 2025?,0.160,0.190,0.030,9298,104.8,,,,,,https://polymarket.com/event/will-senegal-win-the-caf-africa-cup-of-nations-morocco-2025
2025-12-21T22:02:40.201648,"Thailand x Cambodia ceasefire by January 31, 2026?",0.680,0.700,0.020,20869,103.8,,,,,,https://polymarket.com/event/thailand-x-cambodia-ceasefire-by-january-31-2026
2025-12-21T22:02:40.201781,"Will the U.S. invade Venezuela by January 31, 2026?",0.080,0.110,0.030,15925,103.7,,,,,,https://polymarket.com/event/will-the-us-invade-venezuela-by-january-31-2026
2025-12-21T22:02:40.201893,Will Russia capture Huliaipole by January 15?,0.710,0.740,0.030,10055,103.4,,,,,,https://polymarket.com/event/will-russia-capture-huliaipole-by-january-15
2025-12-21T22:02:40.202045,Will Russia capture all of Pokrovsk by January 31?,0.460,0.500,0.040,5606,103.3,,,,,,https://polymarket.com/event/will-russia-capture-all-of-pokrovsk-by-january-31
2025-12-21T22:02:40.202560,Putin out as President of Russia by June 30?,0.077,0.081,0.004,17539,101.2,,,,,,https://polymarket.com/event/putin-out-as-president-of-russia-by-june-30
2025-12-21T22:02:40.203103,"Will the price of Ethereum be above $2,700 on December 25?",0.925,0.950,0.025,7947,83.0,,,,,,https://polymarket.com/event/ethereum-above-2700-on-december-25
2025-12-21T22:02:40.203215,"Will the price of Ethereum be above $2,800 on December 25?",0.870,0.910,0.040,5741,83.0,,,,,,https://polymarket.com/event/ethereum-above-2800-on-december-25
2025-12-21T22:02:40.203475,Will the price of Solana be above $120 on December 25?,0.760,0.800,0.040,5108,83.0,,,,,,https://polymarket.com/event/solana-above-120-on-december-25
2025-12-21T22:02:40.203633,Will the price of XRP be above $1.80 on December 25?,0.810,0.860,0.050,11942,83.0,,,,,,https://polymarket.com/event/xrp-above-1pt8-on-december-25
2025-12-21T22:02:40.203835,Will the price of XRP be above $2.00 on December 25?,0.230,0.280,0.050,13434,83.0,,,,,,https://polymarket.com/event/xrp-above-2-on-december-25
2025-12-21T22:02:40.203929,Will the price of XRP be between $1.80 and $1.90 on December 25?,0.240,0.280,0.040,5933,83.0,,,,,,https://polymarket.com/event/will-the-price-of-xrp-be-between-1pt80-1pt90-on-december-25
2025-12-21T22:02:40.204027,Will the price of XRP be between $2.00 and $2.10 on December 25?,0.140,0.170,0.030,6762,83.0,,,,,,https://polymarket.com/event/will-the-price-of-xrp-be-between-2pt00-2pt10-on-december-25
2025-12-21T22:02:40.204410,"Will Leavitt say ""More"" or ""Again"" 22+ times during the next White House press briefing?",0.500,0.580,0.080,10824,81.9,,,,,,https://polymarket.com/event/will-leavitt-say-more-or-again-22-times-during-the-next-white-house-press-briefing
2025-12-21T22:02:40.204565,Will NVIDIA be the largest company in the world by market cap on January 31?,0.840,0.850,0.010,47641,81.9,,,,,,https://polymarket.com/event/will-nvidia-be-the-largest-company-in-the-world-by-market-cap-on-january-31-985
2025-12-21T22:02:40.206212,Will Apple be the largest company in the world by market cap on January 31?,0.130,0.140,0.010,30296,81.9,,,,,,https://polymarket.com/event/will-apple-be-the-largest-company-in-the-world-by-market-cap-on-january-31-756
2025-12-21T22:02:40.206407,Will NVIDIA be the second-largest company in the world by market cap on January 31?,0.050,0.070,0.020,6338,81.7,,,,,,https://polymarket.com/event/will-nvidia-be-the-second-largest-company-in-the-world-by-market-cap-on-january-31
2025-12-21T22:02:40.207716,Will Apple be the second-largest company in the world by market cap on January 31?,0.870,0.900,0.030,14718,81.7,,,,,,https://polymarket.com/event/will-apple-be-the-second-largest-company-in-the-world-by-market-cap-on-january-31
2025-12-21T22:02:40.208649,"Maduro out by February 28, 2026?",0.270,0.290,0.020,25844,81.3,,,,,,https://polymarket.com/event/maduro-out-by-february-28-2026
2025-12-21T22:02:40.209345,Will Mali win on 2025-12-22?,0.590,0.600,0.010,5960,80.3,,,,,,https://polymarket.com/event/acn-mli-zam-2025-12-22-mli
2025-12-21T22:02:40.210169,Trump invokes War Powers against Venezuela by January 31?,0.190,0.200,0.010,10645,79.9,,,,,,https://polymarket.com/event/trump-invokes-war-powers-against-venezuela-by-january-31
2025-12-21T22:02:40.210404,LoL: Oh My God vs JD Gaming (BO3),0.410,0.420,0.010,45887,77.6,,,,,,https://polymarket.com/event/lol-omg-jdg-2025-12-22
2025-12-21T22:02:40.210531,LoL: LGD Gaming vs Invictus Gaming (BO3),0.540,0.550,0.010,31900,77.5,,,,,,https://polymarket.com/event/lol-lgd-ig1-2025-12-22
2025-12-21T22:02:40.210652,Games Total: O/U 2.5,0.460,0.510,0.050,11119,77.5,,,,,,https://polymarket.com/event/lol-lgd-ig1-2025-12-22-total-games-2pt5
2025-12-21T22:02:40.210763,LoL: Bilibili Gaming vs LNG Esports (BO3),0.830,0.840,0.010,21500,77.5,,,,,,https://polymarket.com/event/lol-blg-lng-2025-12-22
2025-12-21T22:02:40.210925,"Will Trove launch a token by September 30, 2026?",0.910,0.940,0.030,5817,77.1,,,,,,https://polymarket.com/event/will-trove-launch-a-token-by-september-30-2026
2025-12-21T22:02:40.211132,Will the highest temperature in Seattle be between 50-51°F on December 21?,0.000,0.076,0.076,5692,65.0,,,,,,https://polymarket.com/event/highest-temperature-in-seattle-on-december-21-50-51f
2025-12-21T22:02:40.211314,Will Israel strike Lebanon on December 22?,0.330,0.360,0.030,26906,64.0,,,,,,https://polymarket.com/event/will-israel-strike-lebanon-on-december-22
2025-12-21T22:10:07.581345,Will the price of XRP be between $1.90 and $2.00 on December 23?,0.380,0.420,0.040,13540,131.2,,,,,,https://polymarket.com/event/will-the-price-of-xrp-be-between-1pt90-2pt00-on-december-23
2025-12-21T22:10:07.585001,Will Israel strike Gaza on December 22?,0.500,0.560,0.060,23297,64.0,,,,,,https://polymarket.com/event/will-israel-strike-gaza-on-december-22
2025-12-21T22:10:07.585215,Rockets vs. Lakers,0.530,0.580,0.050,5233,61.2,,,,,,https://polymarket.com/event/nba-hou-lal-2025-12-25
2025-12-21T22:10:07.585292,Spread: Lakers (-2.5),0.260,0.450,0.190,10986,61.2,,,,,,https://polymarket.com/event/nba-hou-lal-2025-12-25-spread-home-2pt5
2025-12-21T22:10:07.585369,Spread: Nuggets (-5.5),0.440,0.550,0.110,10910,61.2,,,,,,https://polymarket.com/event/nba-min-den-2025-12-25-spread-home-5pt5
2025-12-21T22:10:07.585463,Will ChatGPT be #1 Free App in the US Apple App Store on December 26?,0.710,0.740,0.030,9226,60.3,,,,,,https://polymarket.com/event/will-chatgpt-be-1-free-app-in-the-us-apple-app-store-on-december-26-686
2025-12-21T22:10:07.585869,Will All I Want For Christmas Is You - Mariah Carey be the #1 song on Spotify this week?,0.630,0.700,0.070,12166,58.4,,,,,,https://polymarket.com/event/will-all-i-want-for-christmas-is-you-mariah-carey-be-the-1-song-on-spotify-this-week-393
2025-12-21T22:10:07.585939,Will Last Christmas - Wham! be the #1 song on Spotify this week?,0.300,0.330,0.030,9626,58.4,,,,,,https://polymarket.com/event/will-last-christmas-wham-be-the-1-song-on-spotify-this-week-147
2025-12-21T22:10:07.586151,Trove FDV above $60M one day after launch?,0.130,0.140,0.010,13023,56.7,,,,,,https://polymarket.com/event/trove-fdv-above-60m-one-day-after-launch
2025-12-21T22:10:07.586220,Trove FDV above $80M one day after launch?,0.090,0.110,0.020,6302,56.7,,,,,,https://polymarket.com/event/trove-fdv-above-80m-one-day-after-launch
2025-12-21T22:10:07.586321,Will Rose Byrne be nominated for Best Actress in a Motion Picture at the 2026 SAG Awards?,0.430,0.580,0.150,6010,56.4,,,,,,https://polymarket.com/event/will-rose-byrne-be-nominated-for-best-actress-in-a-motion-picture-at-the-2026-sag-awards
2025-12-21T22:10:07.586438,Will Gwyneth Paltrow be nominated for Best Supporting Actress in a Motion Picture at the 2026 SAG Awards?,0.560,0.660,0.100,6600,55.4,,,,,,https://polymarket.com/event/will-gwyneth-paltrow-be-nominated-for-best-supporting-actress-in-a-motion-picture-at-the-2026-sag-awards
2025-12-21T22:10:07.586957,Will Apple (AAPL) finish week of December 22 above $260?,0.820,0.930,0.110,10671,53.2,,,,,,https://polymarket.com/event/aapl-above-260-on-december-26-2025
2025-12-21T22:10:07.587226,Will Google (GOOGL) finish week of December 22 above $305?,0.660,0.670,0.010,10414,53.2,,,,,,https://polymarket.com/event/googl-above-305-on-december-26-2025
2025-12-21T22:10:07.587651,Bill Clinton divorce by June 30?,0.060,0.070,0.010,31563,53.1,,,,,,https://polymarket.com/event/bill-clinton-divorce-by-june-30
2025-12-21T22:10:07.587711,US strike on Syria by December 31?,0.110,0.120,0.010,30960,52.8,,,,,,https://polymarket.com/event/us-strike-on-syria-by-december-31-426
2025-12-21T22:10:07.587823,"Will Elon Musk post 200-219 tweets from December 23 to December 30, 2025?",0.060,0.070,0.010,15197,47.2,,,,,,https://polymarket.com/event/elon-musk-of-tweets-december-23-december-30-200-219
2025-12-21T22:10:07.587885,"Will Elon Musk post 220-239 tweets from December 23 to December 30, 2025?",0.070,0.080,0.010,16744,47.2,,,,,,https://polymarket.com/event/elon-musk-of-tweets-december-23-december-30-220-239
2025-12-21T22:10:07.587949,"Will Elon Musk post 240-259 tweets from December 23 to December 30, 2025?",0.070,0.090,0.020,15962,47.2,,,,,,https://polymarket.com/event/elon-musk-of-tweets-december-23-december-30-240-259
2025-12-21T22:10:07.588010,"Will Elon Musk post 260-279 tweets from December 23 to December 30, 2025?",0.090,0.100,0.010,16207,47.2,,,,,,https://polymarket.com/event/elon-musk-of-tweets-december-23-december-30-260-279
2025-12-21T22:10:07.588069,"Will Elon Musk post 280-299 tweets from December 23 to December 30, 2025?",0.090,0.110,0.020,18382,47.2,,,,,,https://polymarket.com/event/elon-musk-of-tweets-december-23-december-30-280-299
2025-12-21T22:10:07.588126,"Will Elon Musk post 300-319 tweets from December 23 to December 30, 2025?",0.090,0.100,0.010,16857,47.2,,,,,,https://polymarket.com/event/elon-musk-of-tweets-december-23-december-30-300-319
2025-12-21T22:10:07.588188,"Will Elon Musk post 320-339 tweets from December 23 to December 30, 2025?",0.090,0.100,0.010,19031,47.2,,,,,,https://polymarket.com/event/elon-musk-of-tweets-december-23-december-30-320-339
2025-12-21T22:10:07.588283,"Will Elon Musk post 340-359 tweets from December 23 to December 30, 2025?",0.070,0.080,0.010,15952,47.2,,,,,,https://polymarket.com/event/elon-musk-of-tweets-december-23-december-30-340-359
2025-12-21T22:10:07.588347,"Will Elon Musk post 360-379 tweets from December 23 to December 30, 2025?",0.060,0.080,0.020,16965,47.2,,,,,,https://polymarket.com/event/elon-musk-of-tweets-december-23-december-30-360-379
2025-12-21T22:10:07.588415,"Will Elon Musk post 380-399 tweets from December 23 to December 30, 2025?",0.060,0.070,0.010,18226,47.2,,,,,,https://polymarket.com/event/elon-musk-of-tweets-december-23-december-30-380-399
2025-12-21T22:10:07.588481,"Will Elon Musk post 400-419 tweets from December 23 to December 30, 2025?",0.060,0.062,0.002,22108,47.2,,,,,,https://polymarket.com/event/elon-musk-of-tweets-december-23-december-30-400-419
2025-12-21T22:10:07.588547,"Will Elon Musk post 420-439 tweets from December 23 to December 30, 2025?",0.057,0.058,0.001,20901,47.2,,,,,,https://polymarket.com/event/elon-musk-of-tweets-december-23-december-30-420-439
2025-12-21T22:10:07.588844,Rayo Vallecano de Madrid vs. Getafe CF: O/U 4.5,0.040,0.100,0.060,11027,44.2,,,,,,https://polymarket.com/event/lal-ray-get-2026-01-02-total-4pt5
2025-12-21T22:10:07.589463,Bitcoin Up or Down on December 22?,0.590,0.610,0.020,50240,35.2,,,,,,https://polymarket.com/event/bitcoin-up-or-down-on-december-22
2025-12-21T22:10:07.589576,Ethereum Up or Down on December 22?,0.670,0.680,0.010,33830,35.2,,,,,,https://polymarket.com/event/ethereum-up-or-down-on-december-22
2025-12-21T22:10:07.589669,Solana Up or Down on December 22?,0.560,0.580,0.020,10952,35.2,,,,,,https://polymarket.com/event/solana-up-or-down-on-december-22
2025-12-21T22:10:07.589751,XRP Up or Down on December 22?,0.580,0.610,0.030,8051,35.2,,,,,,https://polymarket.com/event/xrp-up-or-down-on-december-22
2025-12-21T22:10:07.590151,"Bitcoin Up or Down - December 22, 7PM ET",0.490,0.510,0.020,7306,28.2,,,,,,https://polymarket.com/event/bitcoin-up-or-down-december-22-7pm-et
2025-12-21T22:10:07.590411,"Ethereum Up or Down - December 21, 11:00PM-11:15PM ET",0.480,0.490,0.010,37852,24.1,,,,,,https://polymarket.com/event/eth-updown-15m-1766376000
2025-12-21T22:10:07.590479,"Bitcoin Up or Down - December 21, 11:00PM-11:15PM ET",0.480,0.490,0.010,38441,24.1,,,,,,https://polymarket.com/event/btc-updown-15m-1766376000
2025-12-21T22:10:07.590577,"Bitcoin Up or Down - December 21, 11:15PM-11:30PM ET",0.500,0.510,0.010,36269,23.9,,,,,,https://polymarket.com/event/btc-updown-15m-1766376900
